n 93651 m 157137
v 23968 39 71
v 23969 61 129
v 23970 100 110
v 23971 108 124
v 23972 136 12
v 23973 171 110
v 23974 88 138
v 23975 144 126
v 23976 158 3
v 23977 69 104
v 23978 29 92
v 23979 122 160
v 23980 112 149
v 23981 39 92
v 23982 92 116
v 23983 104 92
v 23984 104 28
v 23985 172 146
v 23986 62 169
v 23987 41 106
v 23988 120 163
v 23989 73 104
v 23990 87 95
v 23991 122 187
v 23992 184 131
v 23993 86 142
v 23994 200 143
v 23995 187 168
v 23996 67 19
v 23997 105 158
v 23998 60 6
v 23999 153 38
v 24000 130 135
v 24001 161 12
v 24002 184 193
v 24003 187 21
v 24004 157 82
v 24005 218 161
v 24006 184 72
v 24007 65 138
v 24008 147 99
v 24009 93 93
v 24010 137 96
v 24011 38 167
v 24012 92 207
v 24013 170 116
v 24014 76 203
v 24015 223 65
v 24016 83 13
v 24017 130 54
v 24018 58 34
v 24019 166 184
v 24020 230 91
v 24021 183 47
v 24022 160 195
v 24023 243 68
v 24024 98 150
v 24025 184 189
v 24026 100 56
v 24027 76 161
v 24028 91 35
v 24029 227 72
v 24030 146 191
v 24031 236 222
v 24032 86 164
v 24033 253 136
v 24034 141 139
v 24035 161 114
v 24036 111 85
v 24037 148 108
v 24038 155 34
v 24039 167 124
v 24040 73 215
v 24041 153 139
v 24042 93 46
v 24043 80 86
v 24044 29 159
v 24045 203 60
v 24046 37 84
v 24047 79 129
v 24048 156 242
v 24049 28 3
v 24050 28 3
v 24051 29 3
v 24052 30 6
v 24053 30 7
v 24054 32 4
v 24055 32 9
v 24056 31 10
v 24057 31 3
v 24058 30 9
v 24059 34 5
v 24060 32 4
v 24061 37 7
v 24062 30 14
v 24063 29 3
v 24064 32 13
v 24065 43 10
v 24066 39 17
v 24067 45 17
v 24068 39 18
v 24069 34 12
v 24070 31 18
v 24071 41 21
v 24072 33 3
v 24073 44 25
v 24074 41 16
v 24075 33 18
v 24076 46 16
v 24077 35 30
v 24078 45 5
v 24079 35 19
v 24080 32 9
v 24081 53 17
v 24082 47 25
v 24083 42 19
v 24084 52 9
v 24085 35 6
v 24086 37 40
v 24087 53 28
v 24088 35 33
v 24089 43 16
v 24090 39 39
v 24091 61 20
v 24092 39 20
v 24093 64 27
v 24094 41 25
v 24095 73 27
v 24096 39 43
v 24097 35 31
v 24098 71 33
v 24099 51 27
v 24100 66 22
v 24101 57 36
v 24102 68 52
v 24103 73 42
v 24104 61 8
v 24105 35 36
v 24106 62 13
v 24107 42 54
v 24108 67 44
v 24109 43 5
v 24110 41 54
v 24111 36 48
v 24112 65 17
v 24113 82 66
v 24114 68 25
v 24115 55 68
v 24116 28 53
v 24117 53 49
v 24118 58 3
v 24119 60 31
v 24120 70 6
v 24121 66 62
v 24122 81 60
v 24123 46 75
v 24124 53 72
v 24125 84 78
v 24126 43 72
v 24127 106 23
v 24128 76 81
v 24129 38 80
v 24130 40 27
v 24131 33 27
v 24132 30 58
v 24133 103 67
v 24134 47 18
v 24135 37 81
v 24136 115 85
v 24137 99 86
v 24138 76 14
v 24139 44 55
v 24140 86 43
v 24141 97 56
v 24142 51 54
v 24143 115 37
v 24144 65 8
v 24145 74 47
v 24146 119 72
v 24147 95 39
v 24148 57 32
v 24149 61 57
v 24150 39 15
v 24151 130 25
v 24152 47 36
v 24153 89 60
v 24154 79 13
v 24155 35 62
v 24156 70 72
v 24157 57 63
v 24158 43 28
v 24159 55 95
v 24160 42 63
v 24161 35 63
v 24162 42 96
v 24163 106 45
v 24164 94 86
v 24165 69 85
v 24166 128 33
v 24167 45 32
v 24168 131 18
v 24169 100 104
v 24170 137 3
v 24171 114 105
v 24172 50 8
v 24173 108 52
v 24174 77 63
v 24175 63 56
v 24176 85 82
v 24177 28 3
v 24178 29 4
v 24179 28 3
v 24180 31 6
v 24181 32 3
v 24182 30 4
v 24183 30 3
v 24184 31 10
v 24185 31 7
v 24186 36 9
v 24187 28 7
v 24188 33 5
v 24189 35 15
v 24190 37 5
v 24191 33 5
v 24192 41 4
v 24193 31 17
v 24194 29 11
v 24195 33 12
v 24196 45 14
v 24197 40 16
v 24198 30 4
v 24199 30 3
v 24200 46 20
v 24201 34 16
v 24202 28 13
v 24203 51 7
v 24204 47 20
v 24205 38 28
v 24206 42 7
v 24207 46 30
v 24208 29 4
v 24209 34 28
v 24210 39 7
v 24211 51 13
v 24212 47 35
v 24213 60 36
v 24214 63 6
v 24215 52 13
v 24216 48 20
v 24217 49 33
v 24218 52 17
v 24219 42 11
v 24220 69 36
v 24221 42 18
v 24222 60 32
v 24223 58 25
v 24224 39 16
v 24225 64 15
v 24226 54 27
v 24227 75 40
v 24228 79 27
v 24229 77 53
v 24230 57 39
v 24231 40 57
v 24232 35 12
v 24233 58 34
v 24234 33 41
v 24235 81 58
v 24236 58 3
v 24237 85 30
v 24238 87 53
v 24239 63 22
v 24240 78 57
v 24241 58 53
v 24242 91 52
v 24243 85 68
v 24244 59 7
v 24245 30 28
v 24246 29 59
v 24247 53 25
v 24248 78 7
v 24249 28 39
v 24250 74 11
v 24251 85 35
v 24252 57 9
v 24253 91 28
v 24254 36 77
v 24255 88 72
v 24256 103 57
v 24257 105 38
v 24258 75 40
v 24259 50 58
v 24260 53 73
v 24261 74 71
v 24262 107 21
v 24263 70 57
v 24264 89 57
v 24265 88 45
v 24266 117 88
v 24267 96 82
v 24268 98 39
v 24269 28 28
v 24270 54 85
v 24271 56 72
v 24272 120 81
v 24273 99 7
v 24274 111 62
v 24275 63 81
v 24276 29 47
v 24277 74 29
v 24278 128 75
v 24279 112 94
v 24280 49 4
v 24281 69 19
v 24282 105 13
v 24283 106 14
v 24284 106 90
v 24285 108 45
v 24286 44 101
v 24287 98 32
v 24288 73 89
v 24289 58 22
v 24290 130 49
v 24291 92 19
v 24292 84 54
v 24293 48 58
v 24294 91 87
v 24295 54 75
v 24296 84 11
v 24297 49 94
v 24298 37 60
v 24299 103 50
v 24300 128 12
v 24301 141 125
v 24302 98 77
v 24303 40 46
v 24304 89 46
v 24305 131 13
v 24306 131 128
v 24307 144 23
v 24308 35 120
v 24309 56 105
v 24310 78 89
v 24311 120 48
v 24312 79 87
v 24313 123 83
v 24314 63 103
v 24315 78 13
v 24316 90 76
v 24317 68 18
v 24318 90 133
v 24319 78 119
v 24320 117 97
v 24321 32 44
v 24322 78 131
v 24323 51 3
v 24324 42 78
v 24325 35 101
v 24326 90 55
v 24327 96 65
v 24328 159 72
v 24329 143 30
v 24330 89 135
v 24331 53 61
v 24332 179 52
v 24333 28 3
v 24334 29 4
v 24335 30 4
v 24336 28 5
v 24337 31 5
v 24338 33 7
v 24339 31 9
v 24340 31 8
v 24341 29 9
v 24342 36 4
v 24343 36 7
v 24344 34 6
v 24345 37 3
v 24346 31 10
v 24347 37 13
v 24348 35 7
v 24349 36 5
v 24350 35 11
v 24351 40 6
v 24352 40 17
v 24353 37 6
v 24354 31 20
v 24355 41 9
v 24356 42 11
v 24357 47 17
v 24358 46 13
v 24359 38 8
v 24360 43 25
v 24361 47 30
v 24362 28 15
v 24363 57 13
v 24364 39 20
v 24365 52 4
v 24366 56 34
v 24367 30 28
v 24368 61 11
v 24369 50 13
v 24370 59 17
v 24371 30 31
v 24372 46 21
v 24373 30 21
v 24374 48 38
v 24375 30 37
v 24376 31 46
v 24377 66 24
v 24378 58 8
v 24379 61 4
v 24380 71 23
v 24381 43 29
v 24382 58 14
v 24383 70 7
v 24384 37 36
v 24385 66 3
v 24386 59 50
v 24387 59 30
v 24388 30 8
v 24389 33 49
v 24390 53 52
v 24391 37 20
v 24392 43 3
v 24393 78 3
v 24394 83 59
v 24395 70 19
v 24396 85 11
v 24397 81 40
v 24398 37 22
v 24399 84 69
v 24400 95 17
v 24401 42 45
v 24402 29 23
v 24403 59 66
v 24404 54 31
v 24405 56 5
v 24406 60 36
v 24407 87 59
v 24408 43 49
v 24409 40 58
v 24410 55 12
v 24411 77 20
v 24412 43 15
v 24413 97 60
v 24414 105 47
v 24415 44 55
v 24416 52 12
v 24417 64 58
v 24418 48 84
v 24419 39 86
v 24420 52 53
v 24421 107 77
v 24422 66 39
v 24423 75 67
v 24424 104 48
v 24425 56 93
v 24426 58 90
v 24427 38 44
v 24428 101 86
v 24429 80 68
v 24430 66 28
v 24431 40 26
v 24432 116 9
v 24433 62 81
v 24434 85 103
v 24435 87 9
v 24436 122 86
v 24437 102 38
v 24438 117 9
v 24439 90 102
v 24440 120 54
v 24441 104 35
v 24442 100 112
v 24443 31 108
v 24444 71 40
v 24445 65 96
v 24446 136 52
v 24447 89 107
v 24448 36 9
v 24449 42 99
v 24450 65 102
v 24451 74 114
v 24452 90 54
v 24453 31 45
v 24454 53 40
v 24455 94 87
v 24456 53 89
v 24457 77 106
v 24458 58 116
v 24459 60 34
v 24460 79 110
v 24461 96 59
v 24462 81 8
v 24463 129 33
v 24464 132 74
v 24465 103 70
v 24466 159 135
v 24467 78 28
v 24468 60 105
v 24469 60 41
v 24470 114 102
v 24471 133 16
v 24472 142 62
v 24473 138 12
v 24474 80 99
v 24475 58 22
v 24476 149 144
v 24477 61 69
v 24478 94 110
v 24479 45 14
v 24480 52 82
v 24481 59 47
v 24482 69 97
v 24483 125 31
v 24484 95 94
v 24485 73 71
v 24486 43 116
v 24487 47 76
v 24488 183 11
v 24489 28 3
v 24490 29 4
v 24491 28 5
v 24492 30 3
v 24493 31 7
v 24494 32 7
v 24495 33 5
v 24496 29 7
v 24497 35 8
v 24498 35 5
v 24499 28 4
v 24500 32 9
v 24501 36 4
v 24502 37 4
v 24503 42 17
v 24504 33 3
v 24505 44 14
v 24506 42 13
v 24507 41 18
v 24508 33 17
v 24509 29 16
v 24510 28 22
v 24511 43 16
v 24512 38 16
v 24513 43 18
v 24514 39 24
v 24515 53 24
v 24516 34 16
v 24517 55 12
v 24518 44 29
v 24519 45 19
v 24520 40 32
v 24521 40 19
v 24522 28 33
v 24523 58 6
v 24524 40 18
v 24525 57 28
v 24526 30 31
v 24527 36 31
v 24528 49 36
v 24529 58 38
v 24530 38 21
v 24531 34 26
v 24532 66 41
v 24533 39 26
v 24534 58 6
v 24535 54 45
v 24536 49 5
v 24537 38 27
v 24538 50 42
v 24539 36 18
v 24540 48 31
v 24541 68 43
v 24542 74 14
v 24543 67 44
v 24544 67 43
v 24545 40 18
v 24546 81 24
v 24547 39 47
v 24548 68 58
v 24549 34 15
v 24550 31 25
v 24551 43 29
v 24552 61 39
v 24553 54 20
v 24554 60 54
v 24555 36 41
v 24556 41 69
v 24557 67 65
v 24558 72 11
v 24559 90 38
v 24560 96 52
v 24561 62 30
v 24562 58 74
v 24563 86 22
v 24564 39 43
v 24565 68 32
v 24566 0 5
v 24567 1 5
v 24568 0 6
v 24569 0 8
v 24570 4 8
v 24571 1 8
v 24572 4 10
v 24573 2 11
v 24574 1 10
v 24575 1 5
v 24576 6 14
v 24577 1 7
v 24578 3 11
v 24579 8 10
v 24580 12 14
v 24581 4 9
v 24582 6 14
v 24583 15 6
v 24584 18 13
v 24585 18 22
v 24586 3 15
v 24587 4 16
v 24588 9 19
v 24589 20 25
v 24590 16 20
v 24591 1 17
v 24592 10 30
v 24593 5 11
v 24594 4 15
v 24595 19 12
v 24596 17 16
v 24597 19 32
v 24598 2 35
v 24599 24 23
v 24600 27 17
v 24601 28 37
v 24602 2 36
v 24603 5 41
v 24604 11 12
v 24605 18 26
v 24606 6 41
v 24607 8 29
v 24608 39 40
v 24609 26 24
v 24610 44 34
v 24611 13 30
v 24612 23 32
v 24613 34 51
v 24614 31 47
v 24615 3 45
v 24616 30 16
v 24617 29 17
v 24618 33 14
v 24619 49 47
v 24620 0 39
v 24621 11 41
v 24622 21 36
v 24623 15 34
v 24624 56 45
v 24625 17 22
v 24626 0 5
v 24627 1 5
v 24628 0 7
v 24629 0 6
v 24630 1 8
v 24631 5 5
v 24632 3 9
v 24633 3 11
v 24634 1 8
v 24635 8 5
v 24636 2 9
v 24637 10 8
v 24638 4 8
v 24639 13 8
v 24640 14 15
v 24641 2 17
v 24642 14 19
v 24643 4 16
v 24644 2 21
v 24645 2 8
v 24646 15 17
v 24647 10 18
v 24648 13 18
v 24649 13 26
v 24650 14 23
v 24651 19 18
v 24652 8 30
v 24653 2 8
v 24654 2 33
v 24655 8 12
v 24656 5 27
v 24657 8 11
v 24658 15 10
v 24659 1 25
v 24660 29 30
v 24661 12 35
v 24662 15 33
v 24663 29 27
v 24664 23 16
v 24665 0 10
v 24666 16 32
v 24667 5 44
v 24668 24 42
v 24669 9 26
v 24670 16 14
v 24671 17 34
v 24672 31 19
v 24673 38 46
v 24674 36 36
v 24675 13 6
v 24676 2 42
v 24677 42 53
v 24678 1 29
v 24679 32 36
v 24680 54 34
v 24681 51 21
v 24682 23 43
v 24683 4 11
v 24684 37 8
v 24685 57 15
v 24686 0 5
v 24687 1 5
v 24688 1 7
v 24689 1 6
v 24690 3 9
v 24691 3 6
v 24692 5 10
v 24693 7 8
v 24694 4 10
v 24695 3 6
v 24696 7 13
v 24697 0 9
v 24698 2 8
v 24699 2 12
v 24700 13 13
v 24701 0 10
v 24702 2 15
v 24703 13 14
v 24704 1 17
v 24705 0 8
v 24706 19 23
v 24707 9 26
v 24708 10 24
v 24709 16 13
v 24710 16 24
v 24711 15 11
v 24712 11 25
v 24713 24 15
v 24714 13 31
v 24715 21 27
v 24716 22 34
v 24717 28 12
v 24718 2 37
v 24719 28 21
v 24720 5 37
v 24721 14 11
v 24722 16 41
v 24723 24 14
v 24724 24 16
v 24725 2 31
v 24726 1 43
v 24727 21 5
v 24728 7 9
v 24729 24 42
v 24730 24 5
v 24731 3 34
v 24732 1 25
v 24733 45 52
v 24734 14 45
v 24735 3 24
v 24736 31 3
v 24737 32 4
v 24738 33 4
v 24739 32 4
v 24740 31 5
v 24741 34 5
v 24742 34 3
v 24743 38 9
v 24744 36 10
v 24745 36 4
v 24746 32 10
v 24747 39 9
v 24748 43 11
v 24749 31 10
v 24750 43 5
v 24751 36 14
v 24752 35 6
v 24753 38 12
v 24754 47 11
v 24755 43 12
v 24756 49 6
v 24757 52 12
v 24758 43 10
v 24759 42 25
v 24760 35 26
v 24761 36 25
v 24762 50 20
v 24763 36 30
v 24764 57 12
v 24765 37 25
v 24766 51 8
v 24767 55 21
v 24768 60 14
v 24769 55 32
v 24770 43 33
v 24771 31 16
v 24772 54 10
v 24773 59 10
v 24774 55 33
v 24775 59 4
v 24776 64 4
v 24777 37 28
v 24778 58 29
v 24779 36 32
v 24780 72 23
v 24781 61 20
v 24782 73 47
v 24783 70 11
v 24784 42 11
v 24785 51 19
v 24786 56 7
v 24787 45 15
v 24788 34 31
v 24789 82 31
v 24790 54 44
v 24791 43 53
v 24792 79 50
v 24793 78 29
v 24794 63 10
v 24795 70 57
v 24796 31 3
v 24797 31 4
v 24798 31 4
v 24799 32 6
v 24800 31 3
v 24801 33 8
v 24802 34 4
v 24803 31 9
v 24804 39 7
v 24805 32 4
v 24806 38 8
v 24807 37 12
v 24808 38 9
v 24809 34 14
v 24810 42 17
v 24811 40 3
v 24812 36 7
v 24813 31 8
v 24814 33 8
v 24815 42 12
v 24816 43 21
v 24817 42 5
v 24818 53 22
v 24819 32 16
v 24820 45 27
v 24821 49 25
v 24822 56 23
v 24823 50 28
v 24824 40 11
v 24825 59 19
v 24826 56 18
v 24827 46 19
v 24828 53 4
v 24829 54 22
v 24830 33 23
v 24831 38 37
v 24832 66 19
v 24833 33 37
v 24834 65 39
v 24835 69 28
v 24836 67 5
v 24837 54 40
v 24838 63 29
v 24839 65 35
v 24840 44 3
v 24841 65 17
v 24842 36 38
v 24843 59 50
v 24844 73 15
v 24845 47 20
v 24846 53 22
v 24847 81 14
v 24848 50 10
v 24849 74 15
v 24850 66 40
v 24851 83 22
v 24852 86 8
v 24853 73 38
v 24854 50 44
v 24855 72 25
v 24856 31 3
v 24857 32 4
v 24858 32 5
v 24859 32 6
v 24860 33 3
v 24861 33 5
v 24862 37 8
v 24863 38 4
v 24864 33 5
v 24865 38 5
v 24866 33 5
v 24867 40 8
v 24868 38 7
v 24869 42 9
v 24870 36 5
v 24871 46 3
v 24872 47 5
v 24873 38 7
v 24874 33 11
v 24875 33 15
v 24876 35 17
v 24877 36 3
v 24878 53 14
v 24879 36 21
v 24880 41 13
v 24881 37 11
v 24882 55 3
v 24883 38 4
v 24884 38 9
v 24885 47 19
v 24886 44 8
v 24887 46 10
v 24888 46 3
v 24889 45 17
v 24890 58 11
v 24891 34 23
v 24892 65 7
v 24893 36 31
v 24894 39 36
v 24895 50 21
v 24896 41 15
v 24897 65 26
v 24898 36 21
v 24899 71 21
v 24900 67 23
v 24901 63 37
v 24902 23 2
v 24903 24 2
v 24904 25 2
v 24905 24 3
v 24906 27 6
v 24907 28 2
v 24908 27 3
v 24909 24 2
v 24910 26 6
v 24911 23 11
v 24912 28 10
v 24913 32 6
v 24914 33 6
v 24915 33 11
v 24916 26 16
v 24917 25 8
v 24918 38 6
v 24919 31 11
v 24920 27 2
v 24921 29 13
v 24922 40 5
v 24923 44 13
v 24924 25 10
v 24925 38 15
v 24926 43 23
v 24927 24 23
v 24928 39 22
v 24929 31 28
v 24930 44 3
v 24931 48 24
v 24932 23 17
v 24933 39 31
v 24934 44 33
v 24935 33 16
v 24936 24 17
v 24937 40 24
v 24938 59 31
v 24939 44 27
v 24940 31 25
v 24941 34 23
v 24942 50 29
v 24943 61 28
v 24944 62 8
v 24945 23 2
v 24946 23 3
v 24947 24 4
v 24948 25 3
v 24949 24 5
v 24950 27 6
v 24951 25 5
v 24952 25 7
v 24953 27 4
v 24954 23 4
v 24955 31 8
v 24956 31 8
v 24957 34 8
v 24958 32 7
v 24959 33 14
v 24960 34 3
v 24961 39 5
v 24962 38 3
v 24963 34 13
v 24964 28 21
v 24965 34 7
v 24966 33 7
v 24967 25 9
v 24968 43 9
v 24969 33 22
v 24970 25 6
v 24971 47 11
v 24972 44 2
v 24973 37 10
v 24974 37 19
v 24975 45 4
v 24976 54 21
v 24977 23 10
v 24978 35 26
v 24979 45 14
v 24980 51 27
v 24981 24 25
v 24982 41 20
v 24983 47 31
v 24984 56 2
v 24985 39 14
v 24986 50 35
v 24987 60 33
v 24988 23 2
v 24989 24 3
v 24990 25 4
v 24991 25 2
v 24992 24 6
v 24993 23 7
v 24994 24 7
v 24995 26 2
v 24996 23 4
v 24997 30 7
v 24998 25 5
v 24999 30 6
v 25000 25 9
v 25001 24 11
v 25002 29 3
v 25003 32 13
v 25004 32 17
v 25005 34 2
v 25006 32 2
v 25007 40 21
v 25008 41 7
v 25009 28 12
v 25010 37 22
v 25011 36 18
v 25012 33 16
v 25013 23 12
v 25014 45 6
v 25015 27 5
v 25016 25 23
v 25017 24 9
v 25018 30 25
v 25019 29 24
v 25020 53 5
v 25021 32 15
v 25022 48 2
v 25023 37 11
v 25024 58 33
v 25025 45 13
v 25026 56 15
v 25027 61 36
v 25028 23 2
v 25029 24 20
v 25030 23 20
v 25031 14 7
v 25032 14 8
v 25033 14 8
v 25034 17 10
v 25035 17 8
v 25036 15 12
v 25037 19 8
v 25038 16 9
v 25039 15 7
v 25040 14 8
v 25041 16 8
v 25042 18 7
v 25043 19 14
v 25044 26 10
v 25045 28 15
v 25046 29 10
v 25047 17 14
v 25048 29 16
v 25049 31 8
v 25050 26 23
v 25051 14 20
v 25052 33 28
v 25053 34 25
v 25054 17 24
v 25055 33 9
v 25056 22 9
v 25057 24 7
v 25058 22 18
v 25059 36 24
v 25060 27 25
v 25061 17 29
v 25062 23 9
v 25063 14 28
v 25064 21 13
v 25065 42 11
v 25066 45 30
v 25067 44 29
v 25068 23 25
v 25069 14 37
v 25070 15 32
v 25071 26 42
v 25072 21 16
v 25073 45 23
v 25074 48 34
v 25075 18 8
v 25076 37 16
v 25077 60 8
v 25078 37 27
v 25079 42 13
v 25080 23 15
v 25081 62 57
v 25082 38 9
v 25083 27 38
v 25084 40 25
v 25085 27 13
v 25086 61 46
v 25087 48 29
v 25088 65 63
v 25089 15 52
v 25090 53 34
v 25091 24 35
v 25092 23 15
v 25093 50 16
v 25094 31 61
v 25095 24 66
v 25096 42 61
v 25097 14 7
v 25098 15 8
v 25099 15 7
v 25100 17 8
v 25101 16 7
v 25102 18 9
v 25103 19 12
v 25104 14 8
v 25105 22 8
v 25106 23 8
v 25107 23 14
v 25108 17 11
v 25109 18 12
v 25110 25 19
v 25111 27 11
v 25112 15 11
v 25113 18 14
v 25114 28 12
v 25115 21 22
v 25116 14 13
v 25117 22 9
v 25118 22 11
v 25119 28 27
v 25120 29 29
v 25121 18 20
v 25122 35 17
v 25123 36 14
v 25124 18 19
v 25125 14 13
v 25126 14 10
v 25127 15 27
v 25128 19 7
v 25129 19 31
v 25130 34 30
v 25131 32 24
v 25132 32 15
v 25133 23 16
v 25134 19 43
v 25135 46 20
v 25136 44 13
v 25137 48 32
v 25138 35 28
v 25139 42 35
v 25140 21 42
v 25141 47 48
v 25142 17 18
v 25143 31 26
v 25144 37 17
v 25145 25 7
v 25146 62 52
v 25147 54 16
v 25148 23 27
v 25149 60 12
v 25150 60 19
v 25151 52 34
v 25152 41 51
v 25153 29 63
v 25154 44 26
v 25155 60 58
v 25156 25 46
v 25157 33 13
v 25158 58 30
v 25159 51 8
v 25160 71 44
v 25161 34 41
v 25162 39 30
v 25163 14 7
v 25164 15 7
v 25165 14 8
v 25166 14 10
v 25167 18 8
v 25168 16 8
v 25169 16 10
v 25170 17 14
v 25171 15 12
v 25172 16 11
v 25173 15 13
v 25174 24 9
v 25175 24 12
v 25176 20 14
v 25177 20 15
v 25178 22 16
v 25179 24 12
v 25180 28 20
v 25181 31 12
v 25182 26 25
v 25183 22 10
v 25184 25 26
v 25185 35 25
v 25186 23 17
v 25187 38 14
v 25188 28 20
v 25189 39 24
v 25190 33 29
v 25191 33 33
v 25192 19 21
v 25193 28 24
v 25194 30 31
v 25195 46 8
v 25196 32 25
v 25197 42 31
v 25198 24 40
v 25199 23 34
v 25200 50 14
v 25201 16 29
v 25202 48 18
v 25203 31 34
v 25204 23 35
v 25205 56 18
v 25206 54 16
v 25207 45 24
v 25208 52 50
v 25209 28 24
v 25210 26 32
v 25211 61 37
v 25212 6 3
v 25213 7 3
v 25214 7 3
v 25215 8 4
v 25216 6 4
v 25217 11 3
v 25218 6 7
v 25219 6 6
v 25220 14 4
v 25221 6 3
v 25222 6 3
v 25223 8 4
v 25224 7 6
v 25225 8 5
v 25226 8 8
v 25227 6 3
v 25228 9 6
v 25229 7 6
v 25230 15 6
v 25231 6 3
v 25232 7 3
v 25233 7 5
v 25234 6 3
v 25235 9 7
v 25236 10 7
v 25237 10 5
v 25238 12 5
v 25239 8 8
v 25240 12 7
v 25241 14 8
v 25242 15 8
v 25243 14 10
v 25244 17 8
v 25245 15 12
v 25246 16 10
v 25247 14 8
v 25248 18 13
v 25249 21 11
v 25250 18 16
v 25251 16 16
v 25252 20 14
v 25253 26 20
v 25254 27 11
v 25255 19 22
v 25256 17 22
v 25257 25 13
v 25258 16 20
v 25259 24 15
v 25260 33 25
v 25261 14 28
v 25262 24 9
v 25263 22 26
v 25264 18 18
v 25265 29 27
v 25266 17 14
v 25267 20 20
v 25268 16 27
v 25269 30 24
v 25270 29 34
v 25271 37 17
v 25272 14 10
v 25273 36 39
v 25274 42 32
v 25275 46 13
v 25276 33 22
v 25277 27 18
v 25278 37 33
v 25279 14 15
v 25280 38 30
v 25281 21 16
v 25282 55 39
v 25283 55 39
v 25284 28 39
v 25285 57 8
v 25286 22 39
v 25287 38 43
v 25288 20 18
v 25289 45 37
v 25290 14 8
v 25291 14 9
v 25292 16 9
v 25293 17 8
v 25294 17 12
v 25295 15 11
v 25296 19 11
v 25297 17 15
v 25298 20 12
v 25299 18 15
v 25300 16 12
v 25301 21 19
v 25302 16 11
v 25303 23 11
v 25304 20 9
v 25305 25 22
v 25306 23 22
v 25307 25 14
v 25308 31 8
v 25309 20 20
v 25310 20 16
v 25311 18 19
v 25312 15 9
v 25313 25 25
v 25314 26 13
v 25315 25 11
v 25316 17 10
v 25317 38 19
v 25318 17 13
v 25319 41 15
v 25320 24 17
v 25321 29 32
v 25322 30 20
v 25323 26 41
v 25324 17 26
v 25325 18 36
v 25326 48 13
v 25327 40 44
v 25328 36 38
v 25329 28 21
v 25330 32 26
v 25331 33 28
v 25332 31 13
v 25333 24 9
v 25334 22 21
v 25335 52 27
v 25336 18 54
v 25337 17 54
v 25338 53 55
v 25339 14 8
v 25340 15 8
v 25341 16 9
v 25342 15 10
v 25343 18 9
v 25344 17 11
v 25345 16 12
v 25346 18 12
v 25347 22 8
v 25348 15 9
v 25349 16 14
v 25350 15 17
v 25351 20 17
v 25352 20 20
v 25353 28 13
v 25354 17 15
v 25355 24 24
v 25356 22 20
v 25357 23 12
v 25358 27 13
v 25359 32 25
v 25360 18 22
v 25361 29 21
v 25362 35 20
v 25363 20 22
v 25364 20 14
v 25365 30 30
v 25366 29 25
v 25367 37 26
v 25368 20 22
v 25369 5 5
v 25370 6 6
v 25371 6 7
v 25372 6 6
v 25373 9 5
v 25374 5 7
v 25375 6 6
v 25376 9 9
v 25377 6 10
v 25378 5 9
v 25379 13 7
v 25380 11 9
v 25381 8 16
v 25382 17 17
v 25383 16 12
v 25384 7 15
v 25385 21 18
v 25386 20 20
v 25387 17 15
v 25388 5 15
v 25389 9 21
v 25390 25 9
v 25391 15 17
v 25392 19 13
v 25393 14 13
v 25394 14 25
v 25395 20 18
v 25396 14 6
v 25397 22 11
v 25398 24 28
v 25399 15 6
v 25400 20 9
v 25401 19 15
v 25402 5 5
v 25403 5 5
v 25404 5 6
v 25405 6 7
v 25406 6 8
v 25407 6 5
v 25408 6 8
v 25409 11 11
v 25410 13 8
v 25411 9 9
v 25412 10 9
v 25413 9 16
v 25414 12 5
v 25415 7 12
v 25416 11 7
v 25417 9 5
v 25418 6 17
v 25419 22 13
v 25420 17 14
v 25421 15 11
v 25422 23 18
v 25423 23 24
v 25424 19 14
v 25425 15 17
v 25426 19 5
v 25427 18 19
v 25428 11 24
v 25429 24 20
v 25430 13 14
v 25431 28 13
v 25432 23 8
v 25433 15 8
v 25434 13 7
v 25435 5 5
v 25436 5 6
v 25437 7 6
v 25438 7 7
v 25439 9 5
v 25440 10 7
v 25441 9 9
v 25442 12 10
v 25443 9 13
v 25444 9 8
v 25445 7 6
v 25446 8 12
v 25447 17 6
v 25448 7 6
v 25449 19 5
v 25450 14 20
v 25451 12 8
v 25452 16 18
v 25453 11 11
v 25454 17 15
v 25455 18 12
v 25456 8 16
v 25457 31 1
v 25458 31 2
v 25459 32 1
v 25460 33 3
v 25461 33 5
v 25462 31 2
v 25463 34 5
v 25464 34 2
v 25465 33 1
v 25466 36 10
v 25467 37 2
v 25468 39 3
v 25469 40 7
v 25470 36 6
v 25471 31 2
v 25472 32 5
v 25473 46 15
v 25474 44 16
v 25475 45 1
v 25476 42 6
v 25477 38 4
v 25478 37 2
v 25479 46 8
v 25480 31 23
v 25481 32 8
v 25482 39 20
v 25483 41 17
v 25484 41 25
v 25485 38 16
v 25486 52 14
v 25487 46 15
v 25488 56 9
v 25489 63 7
v 25490 34 1
v 25491 61 9
v 25492 40 15
v 25493 38 23
v 25494 36 3
v 25495 63 2
v 25496 48 22
v 25497 50 33
v 25498 37 30
v 25499 42 3
v 25500 54 39
v 25501 73 2
v 25502 78 25
v 25503 44 19
v 25504 31 11
v 25505 38 30
v 25506 73 20
v 25507 81 16
v 25508 72 14
v 25509 63 20
v 25510 37 49
v 25511 69 2
v 25512 59 8
v 25513 41 18
v 25514 81 12
v 25515 45 52
v 25516 48 10
v 25517 64 2
v 25518 73 57
v 25519 80 47
v 25520 75 7
v 25521 33 31
